Run,Assay Type,BioProject,BioSample,Center Name,collection_date,Consent,Experiment,geo_loc_name_country,geo_loc_name_country_continent,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,BioSampleModel,geo_loc_name,isolation_source,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,collected_by,purpose_of_ww_sampling,sequenced_by,ww_processing_protocol,ww_sample_site,ww_surv_jurisdiction,ww_surv_system_sample_id,collection_date (run),geo_loc_name (run),isolation_source (run),organism (run),ww_population (run),ww_sample_duration (run),ww_sample_matrix (run),ww_sample_type (run),ww_surv_target_1 (run),sewage_type,lat_lon,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,External_Id,geographic_location_(country_and/or_sea),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,investigation_type,Sample_Name,Submitter_Id,geographic_location_(region_and_locality),isolate,SRA_accession,Title,name_of_the_sampling_site,note (run),wastewater_type,samp_collect_device,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(latitude),geographic_location_(longitude),project_name,run_date (run),Sequencing_method,wastewater/sludge_environmental_package,Host,biotic_relationship,env_broad_scale,env_local_scale,env_medium,estimated_size,samp_mat_process,samp_size,samp_vol_we_dna_ext,size_frac,source_uvig,virus_enrich_appr,amplicon_size,epi_week,sequencing_platform,seuqncing_date,wwtp,Strain,collecting_institution,collector_name,host_common_name,host_health_state,host_scientific_name,host_sex,host_subject_id,sample_capture_status,passage_history,collected_by (run),Host_disease,biochem_oxygen_dem,chem_oxygen_dem,lab_host,collection_method,ref_biomaterial,Genotype
SRR14276268,AMPLICON,PRJNA720687,SAMN18676710,OREGON STATE UNIVERSITY,2020-06-19,public,SRX10637548,USA,North America,Illumina HiSeq 3000,NP_004,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-48StPS-06-19-20-A,SRP315405,302,2242040148,972831639,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-48StPS-06-19-20-A/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276269,AMPLICON,PRJNA720687,SAMN18676736,OREGON STATE UNIVERSITY,2020-06-17,public,SRX10637547,USA,North America,Illumina HiSeq 3000,NP_030,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-Inf-06-17-20-B2,SRP315405,302,6017461438,2430416722,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-Inf-06-17-20-B2/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276270,AMPLICON,PRJNA720687,SAMN18676735,OREGON STATE UNIVERSITY,2020-06-17,public,SRX10637546,USA,North America,Illumina HiSeq 3000,NP_029,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-Inf-06-17-20-B1,SRP315405,302,7535658926,3125681648,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-Inf-06-17-20-B1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276271,AMPLICON,PRJNA720687,SAMN18676734,OREGON STATE UNIVERSITY,2020-06-17,public,SRX10637545,USA,North America,Illumina HiSeq 3000,NP_028,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-Inf-06-17-20-A2,SRP315405,302,6988726054,3025328294,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-Inf-06-17-20-A2/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276272,AMPLICON,PRJNA720687,SAMN18676733,OREGON STATE UNIVERSITY,2020-06-17,public,SRX10637544,USA,North America,Illumina HiSeq 3000,NP_027,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-Inf-06-17-20-A1,SRP315405,302,1929993816,816079152,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-Inf-06-17-20-A1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276273,AMPLICON,PRJNA720687,SAMN18676732,OREGON STATE UNIVERSITY,2020-06-17,public,SRX10637543,USA,North America,Illumina MiSeq,NP_026,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-Inf-06-17-20-A1_miseq,SRP315405,302,56030966,30800142,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-Inf-06-17-20-A1_miseq/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276274,AMPLICON,PRJNA720687,SAMN18676731,OREGON STATE UNIVERSITY,2020-06-12,public,SRX10637542,USA,North America,Illumina HiSeq 3000,NP_025,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-Inf-06-12-20-B,SRP315405,302,1493351646,650097828,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-Inf-06-12-20-B/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276275,AMPLICON,PRJNA720687,SAMN18676730,OREGON STATE UNIVERSITY,2020-06-12,public,SRX10637541,USA,North America,Illumina MiSeq,NP_024,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-Inf-06-12-20-B_miseq,SRP315405,302,45554888,25934249,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-Inf-06-12-20-B_miseq/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276276,AMPLICON,PRJNA720687,SAMN18676729,OREGON STATE UNIVERSITY,2020-06-11,public,SRX10637540,USA,North America,Illumina HiSeq 3000,NP_023,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-Inf-06-11-20-B,SRP315405,302,1875001730,804443552,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-Inf-06-11-20-B/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276277,AMPLICON,PRJNA720687,SAMN18676728,OREGON STATE UNIVERSITY,2020-06-11,public,SRX10637539,USA,North America,Illumina MiSeq,NP_022,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-Inf-06-11-20-B_miseq,SRP315405,302,52609004,29094101,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-Inf-06-11-20-B_miseq/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276278,AMPLICON,PRJNA720687,SAMN18676727,OREGON STATE UNIVERSITY,2020-06-10,public,SRX10637538,USA,North America,Illumina HiSeq 3000,NP_021,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-Inf-06-10-20-B,SRP315405,302,1869176452,821033808,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-Inf-06-10-20-B/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276279,AMPLICON,PRJNA720687,SAMN18676709,OREGON STATE UNIVERSITY,2020-06-19,public,SRX10637537,USA,North America,Illumina MiSeq,NP_003,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-48StPS-06-19-20-A_miseq,SRP315405,302,71171736,40222188,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-48StPS-06-19-20-A_miseq/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276280,AMPLICON,PRJNA720687,SAMN18676726,OREGON STATE UNIVERSITY,2020-06-10,public,SRX10637536,USA,North America,Illumina MiSeq,NP_020,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-Inf-06-10-20-B_miseq,SRP315405,302,56753048,32554027,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-Inf-06-10-20-B_miseq/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276281,AMPLICON,PRJNA720687,SAMN18676725,OREGON STATE UNIVERSITY,2020-06-19,public,SRX10637535,USA,North America,Illumina HiSeq 3000,NP_019,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-BigCreekPS-06-19-20-A,SRP315405,302,66052836,37431042,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-BigCreekPS-06-19-20-A/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276282,AMPLICON,PRJNA720687,SAMN18676724,OREGON STATE UNIVERSITY,2020-06-19,public,SRX10637534,USA,North America,Illumina MiSeq,NP_018,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-BigCreekPS-06-19-20-A_miseq,SRP315405,302,2012566656,861510129,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-BigCreekPS-06-19-20-A_miseq/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276283,AMPLICON,PRJNA720687,SAMN18676723,OREGON STATE UNIVERSITY,2020-06-19,public,SRX10637533,USA,North America,Illumina HiSeq 3000,NP_017,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-BigCreek-06-19-20-B,SRP315405,302,8843989668,3768968175,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-BigCreek-06-19-20-B/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276284,AMPLICON,PRJNA720687,SAMN18676722,OREGON STATE UNIVERSITY,2020-06-19,public,SRX10637532,USA,North America,Illumina HiSeq 3000,NP_016,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-BigCreek-06-19-20-B2,SRP315405,302,5434232998,2385513060,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-BigCreek-06-19-20-B2/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276285,AMPLICON,PRJNA720687,SAMN18676721,OREGON STATE UNIVERSITY,2020-06-19,public,SRX10637531,USA,North America,Illumina HiSeq 3000,NP_015,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-BayfronttPS-06-19-20-A,SRP315405,302,60252020,33624485,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-BayfronttPS-06-19-20-A/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276286,AMPLICON,PRJNA720687,SAMN18676720,OREGON STATE UNIVERSITY,2020-06-19,public,SRX10637530,USA,North America,Illumina MiSeq,NP_014,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-BayfronttPS-06-19-20-A_miseq,SRP315405,302,1778393742,767535136,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-BayfronttPS-06-19-20-A_miseq/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276287,AMPLICON,PRJNA720687,SAMN18676719,OREGON STATE UNIVERSITY,2020-07-09,public,SRX10637529,USA,North America,Illumina HiSeq 3000,NP_013,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-Bayfront-07-09-20-B2,SRP315405,302,7076193408,2990748264,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-Bayfront-07-09-20-B2/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276288,AMPLICON,PRJNA720687,SAMN18676822,OREGON STATE UNIVERSITY,2020-06-18,public,SRX10637528,USA,North America,Illumina HiSeq 3000,NP_116,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-SanoBayOWW-06-18-20-A,SRP315405,302,1515192890,643690229,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-SanoBayOWW-06-18-20-A/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276289,AMPLICON,PRJNA720687,SAMN18676821,OREGON STATE UNIVERSITY,2020-06-18,public,SRX10637527,USA,North America,Illumina MiSeq,NP_115,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-SanoBayOWW-06-18-20-A_miseq,SRP315405,302,52774198,29023335,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-SanoBayOWW-06-18-20-A_miseq/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276290,AMPLICON,PRJNA720687,SAMN18676820,OREGON STATE UNIVERSITY,2020-07-09,public,SRX10637526,USA,North America,Illumina HiSeq 3000,NP_114,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-San-Bay-O-07-09-20-A,SRP315405,302,1088614266,442295150,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-San-Bay-O-07-09-20-A/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276292,AMPLICON,PRJNA720687,SAMN18676818,OREGON STATE UNIVERSITY,2020-07-08,public,SRX10637524,USA,North America,Illumina HiSeq 3000,NP_112,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-San-Bay-O-07-08-20-A1,SRP315405,302,1035983216,423173600,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-San-Bay-O-07-08-20-A1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276293,AMPLICON,PRJNA720687,SAMN18676817,OREGON STATE UNIVERSITY,2020-06-19,public,SRX10637523,USA,North America,Illumina HiSeq 3000,NP_111,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-ParkStPS-06-19-20-A,SRP315405,302,1866594352,799426505,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-ParkStPS-06-19-20-A/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276294,AMPLICON,PRJNA720687,SAMN18676718,OREGON STATE UNIVERSITY,2020-07-09,public,SRX10637522,USA,North America,Illumina HiSeq 3000,NP_012,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-Bayfront-07-09-20-B1,SRP315405,302,5610685256,2377747225,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-Bayfront-07-09-20-B1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276295,AMPLICON,PRJNA720687,SAMN18676816,OREGON STATE UNIVERSITY,2020-06-19,public,SRX10637521,USA,North America,Illumina MiSeq,NP_110,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-ParkStPS-06-19-20-A_miseq,SRP315405,302,54822060,30319713,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-ParkStPS-06-19-20-A_miseq/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276296,AMPLICON,PRJNA720687,SAMN18676815,OREGON STATE UNIVERSITY,2020-06-19,public,SRX10637520,USA,North America,Illumina HiSeq 3000,NP_109,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-NyeBeachWW-06-19-20-A1,SRP315405,302,2115098072,916403078,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-NyeBeachWW-06-19-20-A1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276297,AMPLICON,PRJNA720687,SAMN18676814,OREGON STATE UNIVERSITY,2020-06-19,public,SRX10637519,USA,North America,Illumina MiSeq,NP_108,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-NyeBeachWW-06-19-20-A1_miseq,SRP315405,302,71734966,40392290,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-NyeBeachWW-06-19-20-A1_miseq/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276298,AMPLICON,PRJNA720687,SAMN18676813,OREGON STATE UNIVERSITY,2020-06-18,public,SRX10637518,USA,North America,Illumina HiSeq 3000,NP_107,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-NyeBeachWW-06-18-20-A,SRP315405,302,1958268264,852801348,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-NyeBeachWW-06-18-20-A/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276299,AMPLICON,PRJNA720687,SAMN18676812,OREGON STATE UNIVERSITY,2020-06-18,public,SRX10637517,USA,North America,Illumina MiSeq,NP_106,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-NyeBeachWW-06-18-20-A_miseq,SRP315405,302,68527122,38380336,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-NyeBeachWW-06-18-20-A_miseq/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276300,AMPLICON,PRJNA720687,SAMN18676811,OREGON STATE UNIVERSITY,2020-07-08,public,SRX10637516,USA,North America,Illumina HiSeq 3000,NP_105,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-NyeBeach-07-08-20-B2,SRP315405,302,7291611518,3100971532,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-NyeBeach-07-08-20-B2/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276301,AMPLICON,PRJNA720687,SAMN18676810,OREGON STATE UNIVERSITY,2020-07-08,public,SRX10637515,USA,North America,Illumina HiSeq 3000,NP_104,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-NyeBeach-07-08-20-B1,SRP315405,302,5800800296,2454795210,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-NyeBeach-07-08-20-B1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14276302,AMPLICON,PRJNA720687,SAMN18676809,OREGON STATE UNIVERSITY,2020-07-08,public,SRX10637514,USA,North America,Illumina HiSeq 3000,NP_103,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,NP-NyeBeach-07-08-20-A2,SRP315405,302,7468653280,3172878800,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Pathogen.env,USA: Oregon,environmental,,,,,,,TRACE OSU,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,SARS-Cov-2/environmental/USA/NP-NyeBeach-07-08-20-A2/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
